sale_id,date,store_id,product_id,units_sold,sale_price,discount_pct,revenue,profit
307,2022-01-26,2,16,3,7072.38,5,21217.14,11485.17
308,2022-01-26,7,2,5,457.3,0,2286.5,-4422.5
309,2022-01-26,10,39,6,6367.79,15,38206.74,19281.3
310,2022-01-26,15,10,5,3125.12,0,15625.6,-3817.15
311,2022-01-26,2,22,4,2653.3,0,10613.2,2197.04
312,2022-01-26,18,18,4,2662.33,0,10649.32,8485.2
313,2022-01-26,1,32,6,2283.57,20,13701.42,11067.78
314,2022-01-26,5,43,7,1210.16,20,8471.12,-2056.11
315,2022-01-26,11,17,5,6449.01,0,32245.05,28269.6
316,2022-01-26,9,13,2,313.46,10,626.92,-4508.0
317,2022-01-26,9,21,4,3930.16,0,15720.64,4567.84
318,2022-01-26,9,35,3,7859.13,0,23577.39,17290.74
319,2022-01-26,13,13,6,348.29,0,2089.74,-13315.02
320,2022-01-27,4,45,1,3156.21,20,3156.21,-473.82
321,2022-01-27,11,18,4,2529.21,5,10116.84,7952.72
322,2022-01-27,6,35,5,7859.13,0,39295.65,28817.9
323,2022-01-27,6,24,3,5154.25,10,15462.75,13532.37
324,2022-01-27,1,17,4,6449.01,0,25796.04,22615.68
325,2022-01-27,10,20,3,5864.8,15,17594.4,17332.23
326,2022-01-27,1,47,3,1918.46,0,5755.38,-325.08
327,2022-01-27,4,7,2,684.95,0,1369.9,-1574.8
328,2022-01-27,8,13,3,313.46,10,940.38,-6762.0
329,2022-01-27,2,45,2,3945.26,0,7890.52,630.46
330,2022-01-27,9,34,3,5924.06,20,17772.18,7222.02
331,2022-01-27,10,5,6,201.18,10,1207.08,-9162.12
332,2022-01-27,15,45,5,3353.47,15,16767.35,-1382.8
333,2022-01-27,5,38,4,7107.98,0,28431.92,15901.08
334,2022-01-28,14,41,4,1301.86,5,5207.44,-3680.6
335,2022-01-28,8,5,6,190.0,15,1140.0,-9229.2
336,2022-01-28,9,44,5,2280.31,10,11401.55,413.5
337,2022-01-28,18,16,5,7072.38,5,35361.9,19141.95
338,2022-01-28,12,19,2,2249.84,0,4499.68,-724.12
339,2022-01-28,1,29,8,5104.88,0,40839.04,23471.44
340,2022-01-28,5,43,5,1512.7,0,7563.5,44.05
341,2022-01-28,8,28,4,1711.1,15,6844.4,-6053.08
342,2022-01-28,13,48,2,422.25,5,844.5,-7112.56
343,2022-01-28,19,45,2,3156.21,20,6312.42,-947.64
344,2022-01-28,3,1,2,7169.14,0,14338.28,9506.82
345,2022-01-29,1,49,6,6725.62,5,40353.72,22317.66
346,2022-01-29,5,50,4,4020.16,10,16080.64,6821.32
347,2022-01-29,3,1,6,6810.68,5,40864.08,26369.7
348,2022-01-29,20,12,9,5428.53,5,48856.77,44384.58
349,2022-01-29,4,45,4,3945.26,0,15781.04,1260.92
350,2022-01-29,10,15,4,1716.76,10,6867.04,5413.84
351,2022-01-29,9,4,4,4387.3,0,17549.2,15088.24
352,2022-01-29,20,6,2,1670.85,0,3341.7,-2383.68
353,2022-01-29,19,3,2,4363.57,0,8727.14,3983.54
354,2022-01-29,16,36,7,835.51,0,5848.57,-19316.64
355,2022-01-30,10,47,7,1822.54,5,12757.78,-1429.96
356,2022-01-30,4,32,4,2854.46,0,11417.84,9662.08
357,2022-01-30,19,48,3,422.25,5,1266.75,-10668.84
358,2022-01-30,6,36,3,835.51,0,2506.53,-8278.56
359,2022-01-30,17,1,1,6093.77,15,6093.77,3678.04
360,2022-01-30,3,34,3,5924.06,20,17772.18,7222.02
361,2022-01-30,4,17,7,5804.11,10,40628.77,35063.14
362,2022-01-30,3,18,1,2396.1,10,2396.1,1855.07
363,2022-01-30,1,40,6,2736.93,10,16421.58,-6163.2
364,2022-01-30,3,49,4,5663.68,20,22654.72,10630.68
365,2022-01-30,2,19,3,2249.84,0,6749.52,-1086.18
366,2022-01-30,1,22,8,2387.97,10,19103.76,2271.44
367,2022-01-30,12,49,1,7079.6,0,7079.6,4073.59
368,2022-01-30,5,17,7,6449.01,0,45143.07,39577.44
369,2022-01-30,20,2,6,411.57,10,2469.42,-5581.38
370,2022-01-30,10,29,3,4849.64,5,14548.92,8036.07
371,2022-01-30,17,17,4,6126.56,5,24506.24,21325.88
372,2022-01-30,2,27,3,7097.98,10,21293.94,18252.84
373,2022-01-31,9,24,4,4581.55,20,18326.2,15752.36
374,2022-01-31,15,20,4,5519.82,20,22079.28,21729.72
375,2022-01-31,1,27,5,6703.64,15,33518.2,28449.7
376,2022-01-31,19,19,1,1799.87,20,1799.87,-812.03
377,2022-01-31,4,48,1,400.02,10,400.02,-3578.51
378,2022-01-31,7,34,2,7405.08,0,14810.16,7776.72
379,2022-01-31,10,49,6,6371.64,10,38229.84,20193.78
380,2022-01-31,15,50,3,3796.81,15,11390.43,4445.94
381,2022-01-31,13,15,6,1716.76,10,10300.56,8120.76
382,2022-01-31,14,40,4,3041.03,0,12164.12,-2892.4
383,2022-01-31,1,5,3,223.53,0,670.59,-4514.01
384,2022-01-31,14,11,5,4534.09,0,22670.45,7182.4
385,2022-01-31,9,3,4,4363.57,0,17454.28,7967.08
386,2022-01-31,2,6,5,1503.76,10,7518.8,-6794.65
387,2022-01-31,11,43,5,1437.06,5,7185.3,-334.15
388,2022-01-31,4,13,2,330.88,5,661.76,-4473.16
389,2022-01-31,16,28,4,2013.06,0,8052.24,-4845.24
390,2022-01-31,7,29,1,4594.39,10,4594.39,2423.44
391,2022-01-31,10,3,3,4363.57,0,13090.71,5975.31
392,2022-02-01,10,25,7,4915.56,0,34408.92,20125.0
393,2022-02-01,7,39,3,6367.79,15,19103.37,9640.65
394,2022-02-01,15,22,6,2653.3,0,15919.8,3295.56
395,2022-02-01,5,37,5,1957.62,15,9788.1,-4308.95
396,2022-02-01,19,6,4,1503.76,10,6015.04,-5435.72
397,2022-02-01,11,14,3,7269.78,0,21809.34,18682.71
398,2022-02-01,8,14,2,7269.78,0,14539.56,12455.14
399,2022-02-01,19,43,6,1437.06,5,8622.36,-400.98
400,2022-02-01,17,13,5,348.29,0,1741.45,-11095.85
401,2022-02-01,3,7,7,616.46,10,4315.22,-5991.23
402,2022-02-01,9,15,9,1907.51,0,17167.59,13897.89
403,2022-02-01,8,7,5,684.95,0,3424.75,-3937.0
404,2022-02-01,12,18,2,2262.98,15,4525.96,3443.9
405,2022-02-01,13,47,4,1918.46,0,7673.84,-433.44
406,2022-02-02,3,15,2,1812.13,5,3624.26,2897.66
407,2022-02-02,20,14,2,6906.29,5,13812.58,11728.16
408,2022-02-02,17,11,2,4534.09,0,9068.18,2872.96
409,2022-02-02,15,9,1,4984.31,15,4984.31,2412.33
410,2022-02-02,20,48,4,377.8,15,1511.2,-14402.92
411,2022-02-02,12,17,1,6449.01,0,6449.01,5653.92
412,2022-02-02,3,29,4,5104.88,0,20419.52,11735.72
413,2022-02-02,16,21,5,3537.14,10,17685.7,3744.7
414,2022-02-02,18,8,7,4772.86,5,33410.02,23863.84
415,2022-02-02,1,12,6,5142.82,10,30856.92,27875.46
416,2022-02-02,10,30,3,2502.45,5,7507.35,5122.71
417,2022-02-02,6,39,8,7116.94,5,56935.52,31701.6
418,2022-02-02,7,21,7,3537.14,10,24759.98,5242.58
419,2022-02-03,20,13,4,348.29,0,1393.16,-8876.68
420,2022-02-03,17,12,6,5428.53,5,32571.18,29589.72
421,2022-02-03,11,35,1,7073.22,10,7073.22,4977.67
422,2022-02-03,18,30,3,2370.74,10,7112.22,4727.58
423,2022-02-03,16,49,3,6725.62,5,20176.86,11158.83
424,2022-02-03,11,5,8,212.35,5,1698.8,-12126.8
425,2022-02-03,10,46,5,3460.21,15,17301.05,5636.05
426,2022-02-03,12,20,6,5519.82,20,33118.92,32594.58
427,2022-02-03,1,5,3,212.35,5,637.05,-4547.55
428,2022-02-03,16,7,6,684.95,0,4109.7,-4724.4
429,2022-02-03,6,33,8,6382.01,5,51056.08,29278.32
430,2022-02-03,8,2,4,457.3,0,1829.2,-3538.0
431,2022-02-03,15,26,5,4344.67,15,21723.35,8013.45
432,2022-02-03,17,48,4,444.47,0,1777.88,-14136.24
433,2022-02-03,12,47,5,1822.54,5,9112.7,-1021.4
434,2022-02-04,2,17,4,6449.01,0,25796.04,22615.68
